RSPB,County,Species,Mean 2021,Rank 2021,% Gardens 2021,,Mean 2020,Rank 2020,% Gardens 2020,,% Change,Rank Change,% change in % gardens recorded,
MRO,Oxfordshire,Red_legged_partridge,0.001,60,0.1,,0.002,53,0.1,,-37.3,-7,-30.3,
MRO,Oxfordshire,Chiffchaff,0.001,61,0.1,,0.001,59,0.1,,39.4,-2,39.4,
MRO,Oxfordshire,Hooded_crow,0.001,62,0.0,,0.000,63,0.0,,109.0,1,4.5,
MRO,Oxfordshire,Tawny_owl,0.001,63,0.1,,0.000,76,0.0,,Increase,13,Increase,
MRO,Oxfordshire,Linnet,0.000,64,0.0,,0.000,72,0.0,,Increase,8,Increase,
MRO,Oxfordshire,Little_owl,0.000,65,0.0,,0.000,64,0.0,,4.5,-1,4.5,
MRO,Oxfordshire,Lesser_black_backed_gull,0.000,66,0.0,,0.001,56,0.1,,-65.1,-10,-65.1,
MRO,Oxfordshire,Skylark,0.000,67,0.0,,0.000,75,0.0,,Increase,8,Increase,
MRO,Oxfordshire,Great_black_backed_gull,0.000,68,0.0,,0.000,62,0.0,,-65.2,-6,-65.2,
MRO,Oxfordshire,Corn_bunting,0.000,69,0.0,,0.000,66,0.0,,Increase,-3,Increase,
MRO,Oxfordshire,Black_redstart,0.000,70,0.0,,0.000,65,0.0,,Increase,-5,Increase,
Wales,Pembrokeshire,House_sparrow,6.727,1,80.6,,7.722,1,83.6,,-12.9,0,-3.6,
Wales,Pembrokeshire,Starling,4.586,2,58.1,,6.244,2,63.3,,-26.5,0,-8.3,
Wales,Pembrokeshire,Blue_tit,4.411,3,85.1,,4.546,3,90.4,,-3.0,0,-5.9,
Wales,Pembrokeshire,Chaffinch,3.090,4,62.6,,3.295,4,70.3,,-6.2,0,-10.9,
Wales,Pembrokeshire,Blackbird,2.537,5,91.2,,2.045,7,84.3,,24.0,2,8.2,
Wales,Pembrokeshire,Great_tit,2.204,6,65.5,,2.062,6,68.3,,6.9,0,-4.1,
Wales,Pembrokeshire,Robin,1.874,7,91.5,,1.665,9,92.7,,12.5,2,-1.3,
Wales,Pembrokeshire,Goldfinch,1.697,8,32.3,,2.063,5,40.2,,-17.7,-3,-19.6,
Wales,Pembrokeshire,Jackdaw,1.470,9,39.9,,1.721,8,43.8,,-14.6,-1,-8.9,
Wales,Pembrokeshire,Magpie,1.313,10,62.5,,1.424,10,68.1,,-7.8,0,-8.3,
Wales,Pembrokeshire,Collared_dove,1.260,11,50.4,,1.408,11,54.2,,-10.5,0,-7.0,
Wales,Pembrokeshire,Dunnock,1.073,12,48.3,,1.223,12,55.0,,-12.3,0,-12.1,
Wales,Pembrokeshire,Long_tailed_tit,0.904,13,19.3,,0.967,13,22.8,,-6.5,0,-15.5,
Wales,Pembrokeshire,Carrion_crow,0.895,14,28.5,,0.923,14,31.7,,-3.0,0,-10.1,
Wales,Pembrokeshire,Coal_tit,0.802,15,36.1,,0.700,16,33.9,,14.6,1,6.6,
Wales,Pembrokeshire,Woodpigeon,0.753,16,34.6,,0.713,15,31.9,,5.7,-1,8.3,
Wales,Pembrokeshire,Feral_pigeon,0.470,17,11.4,,0.498,18,12.6,,-5.6,1,-9.6,
Wales,Pembrokeshire,Wren,0.406,18,33.3,,0.528,17,39.8,,-23.0,-1,-16.3,
Wales,Pembrokeshire,Song_thrush,0.279,19,22.6,,0.202,22,16.4,,38.3,3,37.5,
Wales,Pembrokeshire,Greenfinch,0.234,20,9.3,,0.319,19,13.4,,-26.7,-1,-30.0,
Wales,Pembrokeshire,Great_spotted_woodpecker,0.228,21,16.9,,0.266,20,18.7,,-14.1,-1,-9.8,
Wales,Pembrokeshire,Rook,0.221,22,5.8,,0.261,21,7.4,,-15.4,-1,-20.9,
Wales,Pembrokeshire,Herring_gull,0.169,23,4.8,,0.116,24,4.3,,45.0,1,12.2,
Wales,Pembrokeshire,Nuthatch,0.135,24,9.5,,0.137,23,9.0,,-1.5,-1,5.5,
Wales,Pembrokeshire,Pied_wagtail,0.107,25,7.4,,0.082,27,5.4,,30.9,2,37.1,
Wales,Pembrokeshire,Tree_sparrow,0.096,26,2.7,,0.054,29,1.3,,76.8,3,106.0,
Wales,Pembrokeshire,Common_gull,0.086,27,2.8,,0.062,28,2.0,,38.5,1,43.3,
Wales,Pembrokeshire,Blackcap,0.064,28,4.5,,0.026,34,2.5,,143.9,6,84.8,
Wales,Pembrokeshire,Bullfinch,0.057,29,3.4,,0.100,26,6.1,,-43.4,-3,-44.5,
Wales,Pembrokeshire,Jay,0.056,30,4.0,,0.108,25,7.4,,-48.5,-5,-45.1,
Wales,Pembrokeshire,Siskin,0.055,31,2.2,,0.029,33,1.3,,85.1,2,67.4,
Wales,Pembrokeshire,Red_kite,0.046,32,3.1,,0.025,36,1.8,,85.4,4,74.7,
Wales,Pembrokeshire,Redwing,0.044,33,1.2,,0.016,38,0.8,,166.3,5,50.2,
Wales,Pembrokeshire,Buzzard,0.040,34,3.3,,0.026,35,2.3,,52.2,1,42.1,
Wales,Pembrokeshire,Black_headed_gull,0.036,35,1.3,,0.049,30,1.1,,-26.8,-5,12.8,
Wales,Pembrokeshire,Pheasant,0.032,36,1.9,,0.033,32,1.6,,-2.3,-4,16.6,
Wales,Pembrokeshire,Grey_wagtail,0.021,37,1.7,,0.010,42,1.0,,117.0,5,77.1,
Wales,Pembrokeshire,Sparrowhawk,0.019,38,1.9,,0.016,40,1.6,,16.6,2,16.6,
Wales,Pembrokeshire,Marsh_tit,0.019,39,1.2,,0.038,31,2.5,,-50.8,-8,-49.7,
Wales,Pembrokeshire,Mallard,0.018,40,0.6,,0.005,47,0.2,,265.3,7,276.8,
Wales,Pembrokeshire,Fieldfare,0.014,41,0.8,,0.020,37,0.3,,-28.5,-4,140.3,
Wales,Pembrokeshire,Raven,0.010,42,0.7,,0.003,51,0.3,,206.7,9,104.5,
Wales,Pembrokeshire,Lesser_spotted_woodpecker,0.010,43,1.0,,0.011,41,1.1,,-16.9,-2,-16.9,
Wales,Pembrokeshire,Mistle_thrush,0.010,44,0.8,,0.005,48,0.5,,94.1,4,59.8,
Wales,Pembrokeshire,Treecreeper,0.009,45,0.9,,0.005,50,0.5,,83.1,5,83.1,
Wales,Pembrokeshire,Willow_tit,0.009,46,0.7,,0.008,44,0.8,,9.4,-2,-18.0,
Wales,Pembrokeshire,Moorhen,0.008,47,0.6,,0.010,43,0.8,,-20.0,-4,-31.5,
Wales,Pembrokeshire,Grey_heron,0.008,48,0.8,,0.007,46,0.7,,20.0,-2,20.0,
Wales,Pembrokeshire,Goldcrest,0.007,49,0.6,,0.016,39,1.3,,-58.9,-10,-57.1,
Wales,Pembrokeshire,Stock_dove,0.003,50,0.2,,0.005,49,0.3,,-31.4,-1,-31.4,
Wales,Pembrokeshire,Yellowhammer,0.003,51,0.2,,0.007,45,0.3,,-57.2,-6,-48.7,
Wales,Pembrokeshire,Brambling,0.002,52,0.2,,0.000,57,0.0,,Increase,5,Increase,
Wales,Pembrokeshire,Chiffchaff,0.002,53,0.2,,0.002,52,0.2,,2.6,-1,2.6,
Wales,Pembrokeshire,Black_redstart,0.002,54,0.2,,0.000,56,0.0,,Increase,2,Increase,
Wales,Pembrokeshire,Reed_bunting,0.002,55,0.2,,0.000,73,0.0,,Increase,18,Increase,
Wales,Pembrokeshire,Barn_owl,0.001,56,0.1,,0.002,54,0.2,,-31.3,-2,-31.3,
Wales,Pembrokeshire,Green_woodpecker,0.001,57,0.1,,0.002,55,0.2,,-31.4,-2,-31.4,
Wales,Pembrokeshire,Meadow_pipit,0.001,58,0.1,,0.000,69,0.0,,Increase,11,Increase,
Wales,Pembrokeshire,Red_legged_partridge,0.001,59,0.1,,0.000,71,0.0,,Increase,12,Increase,
Wales,Pembrokeshire,Great_black_backed_gull,0.001,60,0.1,,0.000,60,0.0,,Increase,0,Increase,
Wales,Pembrokeshire,Lesser_black_backed_gull,0.001,61,0.1,,0.002,53,0.2,,-65.7,-8,-65.7,
Wales,Pembrokeshire,Kestrel,0.001,62,0.1,,0.000,65,0.0,,Increase,3,Increase,
ESRO,Perth and Kinross,House_sparrow,5.028,1,74.0,,6.139,1,73.6,,-18.1,0,0.5,
ESRO,Perth and Kinross,Chaffinch,3.475,2,66.3,,3.603,2,64.5,,-3.6,0,2.8,
ESRO,Perth and Kinross,Blue_tit,3.446,3,84.3,,3.442,3,83.8,,0.1,0,0.6,
ESRO,Perth and Kinross,Blackbird,3.088,4,91.8,,2.726,5,89.9,,13.3,1,2.1,
ESRO,Perth and Kinross,Starling,2.335,5,38.6,,2.818,4,33.4,,-17.2,-1,15.4,
ESRO,Perth and Kinross,Woodpigeon,2.120,6,72.5,,1.973,7,72.9,,7.4,1,-0.5,
ESRO,Perth and Kinross,Robin,1.939,7,93.3,,1.527,9,90.6,,27.0,2,3.0,
ESRO,Perth and Kinross,Great_tit,1.852,8,64.0,,1.653,8,61.9,,12.1,0,3.3,
ESRO,Perth and Kinross,Coal_tit,1.640,9,59.4,,1.339,11,54.2,,22.5,2,9.6,
ESRO,Perth and Kinross,Long_tailed_tit,1.296,10,24.9,,1.347,10,26.4,,-3.8,0,-5.7,
ESRO,Perth and Kinross,Goldfinch,1.112,11,25.2,,2.221,6,35.3,,-49.9,-5,-28.6,
ESRO,Perth and Kinross,Dunnock,0.995,12,47.3,,0.947,12,49.4,,5.1,0,-4.2,
ESRO,Perth and Kinross,Carrion_crow,0.829,13,29.3,,0.750,15,27.9,,10.6,2,5.1,
ESRO,Perth and Kinross,Jackdaw,0.732,14,21.1,,0.802,14,21.8,,-8.7,0,-3.4,
ESRO,Perth and Kinross,Collared_dove,0.610,15,27.2,,0.843,13,31.9,,-27.5,-2,-14.8,
ESRO,Perth and Kinross,Magpie,0.481,16,25.3,,0.488,18,24.5,,-1.4,2,3.1,
ESRO,Perth and Kinross,Greenfinch,0.464,17,18.9,,0.574,17,19.6,,-19.1,0,-3.8,
ESRO,Perth and Kinross,Feral_pigeon,0.463,18,11.7,,0.576,16,11.1,,-19.6,-2,6.0,
ESRO,Perth and Kinross,Wren,0.284,19,22.3,,0.250,22,20.3,,13.7,3,10.0,
ESRO,Perth and Kinross,Tree_sparrow,0.264,20,6.7,,0.346,19,8.0,,-23.6,-1,-16.4,
ESRO,Perth and Kinross,Great_spotted_woodpecker,0.180,21,13.9,,0.165,23,12.9,,8.9,2,7.8,
ESRO,Perth and Kinross,Pheasant,0.175,22,8.1,,0.272,21,11.4,,-35.8,-1,-28.6,
ESRO,Perth and Kinross,Siskin,0.159,23,5.3,,0.275,20,8.7,,-42.4,-3,-39.2,
ESRO,Perth and Kinross,Song_thrush,0.142,24,10.5,,0.092,25,6.7,,53.8,1,57.4,
ESRO,Perth and Kinross,Bullfinch,0.122,25,6.0,,0.067,26,3.2,,82.8,1,87.5,
ESRO,Perth and Kinross,Fieldfare,0.106,26,4.7,,0.017,38,0.6,,536.1,12,676.7,
ESRO,Perth and Kinross,Rook,0.105,27,3.1,,0.152,24,3.0,,-30.9,-3,0.3,
ESRO,Perth and Kinross,Nuthatch,0.058,28,4.1,,0.039,30,2.9,,48.2,2,42.6,
ESRO,Perth and Kinross,Buzzard,0.049,29,3.6,,0.039,29,3.3,,24.3,0,7.7,
ESRO,Perth and Kinross,Yellowhammer,0.047,30,2.7,,0.017,37,1.4,,179.2,7,100.3,
ESRO,Perth and Kinross,Black_headed_gull,0.043,31,1.1,,0.033,31,0.6,,29.4,0,88.4,
ESRO,Perth and Kinross,Herring_gull,0.036,32,1.0,,0.029,33,0.9,,25.1,1,11.8,
ESRO,Perth and Kinross,Jay,0.034,33,2.3,,0.023,35,2.0,,51.1,2,18.3,
ESRO,Perth and Kinross,Sparrowhawk,0.029,34,2.9,,0.048,28,4.8,,-40.6,-6,-40.6,
ESRO,Perth and Kinross,Treecreeper,0.028,35,2.8,,0.052,27,5.2,,-45.7,-8,-45.7,
ESRO,Perth and Kinross,Common_gull,0.027,36,0.6,,0.015,39,0.3,,78.7,3,95.4,
ESRO,Perth and Kinross,Goldcrest,0.025,37,2.2,,0.024,34,2.4,,4.8,-3,-7.4,
ESRO,Perth and Kinross,Pied_wagtail,0.023,38,1.5,,0.008,43,0.6,,207.6,5,144.7,
ESRO,Perth and Kinross,Redwing,0.023,39,1.1,,0.014,40,0.5,,67.7,1,151.6,
ESRO,Perth and Kinross,Mistle_thrush,0.019,40,1.6,,0.006,44,0.6,,213.7,4,164.9,
ESRO,Perth and Kinross,Mallard,0.015,41,0.5,,0.033,32,0.6,,-55.6,-9,-23.2,
ESRO,Perth and Kinross,Grey_heron,0.009,42,0.9,,0.009,41,0.9,,2.5,-1,2.5,
ESRO,Perth and Kinross,Brambling,0.007,43,0.7,,0.005,46,0.5,,60.4,3,60.4,
ESRO,Perth and Kinross,Raven,0.007,44,0.5,,0.000,74,0.0,,Increase,30,Increase,
ESRO,Perth and Kinross,Grey_wagtail,0.006,45,0.5,,0.005,48,0.5,,39.7,3,2.5,
ESRO,Perth and Kinross,Red_legged_partridge,0.006,46,0.4,,0.002,51,0.2,,262.7,5,151.1,
ESRO,Perth and Kinross,Blackcap,0.005,47,0.4,,0.002,55,0.2,,263.3,8,179.5,
ESRO,Perth and Kinross,Moorhen,0.005,48,0.3,,0.003,50,0.2,,67.7,2,67.7,
ESRO,Perth and Kinross,Kestrel,0.004,49,0.4,,0.008,42,0.8,,-49.7,-7,-49.7,
ESRO,Perth and Kinross,Redpoll,0.003,50,0.2,,0.021,36,1.4,,-84.1,-14,-84.5,
ESRO,Perth and Kinross,Red_kite,0.003,51,0.3,,0.006,45,0.3,,-51.1,-6,-16.2,
ESRO,Perth and Kinross,Mute_swan,0.002,52,0.1,,0.000,73,0.0,,Increase,21,Increase,
ESRO,Perth and Kinross,Barn_owl,0.002,53,0.2,,0.002,54,0.2,,11.8,1,11.8,
ESRO,Perth and Kinross,Reed_bunting,0.001,54,0.1,,0.002,58,0.2,,-16.1,4,-44.1,
ESRO,Perth and Kinross,Stock_dove,0.001,55,0.1,,0.005,49,0.2,,-72.0,-6,-44.1,
ESRO,Perth and Kinross,Tawny_owl,0.001,56,0.1,,0.005,47,0.5,,-72.1,-9,-72.1,
ESRO,Perth and Kinross,Grey_partridge,0.001,57,0.1,,0.000,66,0.0,,Increase,9,Increase,
ESRO,Perth and Kinross,Lesser_black_backed_gull,0.001,58,0.1,,0.000,70,0.0,,Increase,12,Increase,
ESRO,Perth and Kinross,Green_woodpecker,0.001,59,0.1,,0.000,65,0.0,,Increase,6,Increase,
ESRO,Perth and Kinross,Chiffchaff,0.000,60,0.0,,0.000,60,0.0,,Increase,0,Increase,
ESRO,Perth and Kinross,Willow_tit,0.000,61,0.0,,0.000,80,0.0,,Increase,19,Increase,
ESRO,Perth and Kinross,Great_black_backed_gull,0.000,62,0.0,,0.000,63,0.0,,Increase,1,Increase,
ESRO,Perth and Kinross,Hawfinch,0.000,63,0.0,,0.000,67,0.0,,Increase,4,Increase,
ESRO,Perth and Kinross,Marsh_tit,0.000,64,0.0,,0.000,72,0.0,,Increase,8,Increase,
ESRO,Perth and Kinross,Lesser_spotted_woodpecker,0.000,71,0.0,,0.002,52,0.2,,-100.0,-19,-100.0,
ESRO,Perth and Kinross,Little_owl,0.000,73,0.0,,0.002,56,0.2,,-100.0,-17,-100.0,
ESRO,Perth and Kinross,Meadow_pipit,0.000,74,0.0,,0.002,57,0.2,,-100.0,-17,-100.0,
ESRO,Perth and Kinross,Waxwing,0.000,79,0.0,,0.002,53,0.2,,-100.0,-26,-100.0,
Wales,Powys,House_sparrow,6.199,1,78.1,,6.106,2,79.4,,1.5,1,-1.6,
Wales,Powys,Blue_tit,5.551,2,89.9,,7.125,1,95.3,,-22.1,-1,-5.7,
Wales,Powys,Starling,3.611,3,42.0,,3.996,3,43.1,,-9.7,0,-2.5,
Wales,Powys,Great_tit,2.821,4,75.3,,2.776,5,81.0,,1.6,1,-7.0,
Wales,Powys,Chaffinch,2.813,5,58.7,,2.911,4,66.0,,-3.4,-1,-11.0,
Wales,Powys,Blackbird,2.742,6,92.3,,2.351,6,89.9,,16.6,0,2.8,
Wales,Powys,Robin,1.967,7,93.4,,1.635,9,91.6,,20.3,2,1.9,
Wales,Powys,Long_tailed_tit,1.964,8,36.9,,1.992,8,38.5,,-1.4,0,-4.1,
Wales,Powys,Coal_tit,1.520,9,57.9,,1.429,10,61.8,,6.3,1,-6.4,
Wales,Powys,Goldfinch,1.483,10,29.8,,2.140,7,40.3,,-30.7,-3,-26.0,
Wales,Powys,Dunnock,1.203,11,54.1,,1.245,11,57.8,,-3.4,0,-6.3,
Wales,Powys,Woodpigeon,1.050,12,44.8,,1.036,12,44.9,,1.4,0,-0.3,
Wales,Powys,Jackdaw,0.897,13,22.9,,0.953,13,23.1,,-5.9,0,-0.6,
Wales,Powys,Carrion_crow,0.859,14,29.0,,0.851,14,30.3,,1.0,0,-4.5,
Wales,Powys,Magpie,0.796,15,41.4,,0.830,15,44.1,,-4.0,0,-6.1,
Wales,Powys,Collared_dove,0.685,16,30.8,,0.747,16,31.7,,-8.2,0,-3.0,
Wales,Powys,Wren,0.381,17,30.7,,0.374,19,30.7,,1.8,2,0.1,
Wales,Powys,Nuthatch,0.378,18,24.5,,0.445,17,29.9,,-15.1,-1,-18.1,
Wales,Powys,Greenfinch,0.375,19,14.3,,0.421,18,18.6,,-11.0,-1,-23.1,
Wales,Powys,Great_spotted_woodpecker,0.333,20,24.6,,0.335,20,26.2,,-0.5,0,-5.9,
Wales,Powys,Siskin,0.254,21,8.0,,0.188,23,6.6,,35.0,2,20.8,
Wales,Powys,Pheasant,0.216,22,9.6,,0.306,21,12.1,,-29.4,-1,-20.6,
Wales,Powys,Feral_pigeon,0.175,23,6.0,,0.190,22,5.6,,-7.6,-1,6.2,
Wales,Powys,Song_thrush,0.163,24,12.5,,0.180,24,14.5,,-9.0,0,-13.4,
Wales,Powys,Red_kite,0.124,25,7.6,,0.080,27,4.7,,54.1,2,62.4,
Wales,Powys,Rook,0.114,26,2.8,,0.115,26,3.2,,-0.8,0,-13.6,
Wales,Powys,Tree_sparrow,0.108,27,2.6,,0.062,28,1.8,,74.0,1,45.9,
Wales,Powys,Buzzard,0.074,28,5.5,,0.060,29,4.8,,23.7,1,13.7,
Wales,Powys,Bullfinch,0.072,29,4.4,,0.144,25,8.4,,-50.0,-4,-47.0,
Wales,Powys,Treecreeper,0.038,30,3.8,,0.035,33,3.5,,8.0,3,8.0,
Wales,Powys,Marsh_tit,0.036,31,2.6,,0.060,30,4.2,,-39.7,-1,-38.8,
Wales,Powys,Pied_wagtail,0.034,32,2.2,,0.013,38,1.2,,155.2,6,82.3,
Wales,Powys,Sparrowhawk,0.033,33,3.3,,0.037,32,3.7,,-12.1,-1,-12.1,
Wales,Powys,Jay,0.032,34,2.2,,0.050,31,4.2,,-35.9,-3,-47.0,
Wales,Powys,Redwing,0.027,35,0.7,,0.002,52,0.1,,1025.6,17,517.2,
Wales,Powys,Willow_tit,0.021,36,1.6,,0.016,37,1.6,,34.5,1,0.9,
Wales,Powys,Fieldfare,0.020,37,0.6,,0.012,39,0.4,,63.5,2,69.6,
Wales,Powys,Mallard,0.017,38,0.6,,0.023,35,0.5,,-27.1,-3,18.5,
Wales,Powys,Raven,0.016,39,1.1,,0.004,49,0.4,,347.2,10,214.3,
Wales,Powys,Mistle_thrush,0.016,40,1.4,,0.011,41,1.1,,49.0,1,24.8,
Wales,Powys,Blackcap,0.011,41,0.8,,0.012,40,1.1,,-8.9,-1,-23.1,
Wales,Powys,Grey_wagtail,0.010,42,0.8,,0.008,43,0.8,,19.7,1,-1.1,
Wales,Powys,Lesser_spotted_woodpecker,0.009,43,0.9,,0.010,42,1.0,,-4.2,-1,-4.2,
Wales,Powys,Yellowhammer,0.009,44,0.5,,0.006,46,0.4,,45.8,2,45.8,
Wales,Powys,Goldcrest,0.009,45,0.9,,0.017,36,1.6,,-48.0,-9,-44.0,
Wales,Powys,Redpoll,0.008,46,0.5,,0.026,34,1.8,,-70.3,-12,-73.4,
Wales,Powys,Grey_heron,0.007,47,0.7,,0.007,45,0.7,,-8.8,-2,-8.8,
Wales,Powys,Common_gull,0.006,48,0.3,,0.002,53,0.1,,154.8,5,118.4,
Wales,Powys,Brambling,0.006,49,0.6,,0.001,55,0.1,,374.6,6,374.6,
Wales,Powys,Red_legged_partridge,0.005,50,0.4,,0.000,73,0.0,,Increase,23,Increase,
Wales,Powys,Green_woodpecker,0.005,51,0.5,,0.004,51,0.4,,33.6,0,33.6,
Wales,Powys,Black_headed_gull,0.004,52,0.1,,0.000,57,0.0,,Increase,5,Increase,
Wales,Powys,Kestrel,0.003,53,0.3,,0.002,54,0.2,,27.5,1,27.5,
Wales,Powys,Moorhen,0.003,54,0.2,,0.006,47,0.5,,-49.0,-7,-63.6,
Wales,Powys,Reed_bunting,0.003,55,0.2,,0.006,48,0.4,,-56.2,-7,-51.4,
Wales,Powys,Barn_owl,0.002,56,0.2,,0.000,56,0.0,,Increase,0,Increase,
Wales,Powys,Tawny_owl,0.001,57,0.1,,0.000,76,0.0,,Increase,19,Increase,
Wales,Powys,Stock_dove,0.001,58,0.1,,0.007,44,0.4,,-81.8,-14,-75.8,
Wales,Powys,Linnet,0.001,59,0.1,,0.004,50,0.4,,-75.7,-9,-75.7,
Wales,Powys,Corn_bunting,0.001,60,0.1,,0.000,60,0.0,,Increase,0,Increase,
Wales,Powys,Mute_swan,0.001,61,0.0,,0.000,72,0.0,,Increase,11,Increase,
Wales,Powys,Meadow_pipit,0.001,62,0.1,,0.000,71,0.0,,Increase,9,Increase,
Wales,Powys,Chiffchaff,0.000,63,0.0,,0.000,59,0.0,,Increase,-4,Increase,
Wales,Powys,Hawfinch,0.000,64,0.0,,0.000,65,0.0,,Increase,1,Increase,
Wales,Powys,Hooded_crow,0.000,65,0.0,,0.000,67,0.0,,Increase,2,Increase,
SWSRO,Renfrewshire,House_sparrow,3.968,1,64.9,,4.144,1,67.5,,-4.3,0,-3.8,
SWSRO,Renfrewshire,Starling,3.248,2,53.1,,2.972,2,48.5,,9.3,0,9.6,
SWSRO,Renfrewshire,Blue_tit,2.525,3,76.4,,2.254,5,75.3,,12.0,2,1.5,
SWSRO,Renfrewshire,Blackbird,2.300,4,85.1,,2.177,6,85.3,,5.6,2,-0.2,
SWSRO,Renfrewshire,Magpie,2.063,5,75.1,,2.106,7,79.1,,-2.0,2,-5.1,
SWSRO,Renfrewshire,Woodpigeon,2.037,6,70.9,,1.406,11,54.0,,44.8,5,31.3,
SWSRO,Renfrewshire,Robin,1.714,7,92.6,,1.422,10,90.2,,20.6,3,2.7,
SWSRO,Renfrewshire,Jackdaw,1.680,8,41.7,,2.030,8,46.7,,-17.2,0,-10.8,
SWSRO,Renfrewshire,Feral_pigeon,1.568,9,31.8,,2.298,4,41.4,,-31.7,-5,-23.1,
SWSRO,Renfrewshire,Chaffinch,1.394,10,38.9,,1.496,9,42.9,,-6.8,-1,-9.3,
SWSRO,Renfrewshire,Great_tit,1.393,11,52.3,,1.257,12,53.7,,10.8,1,-2.7,
SWSRO,Renfrewshire,Coal_tit,1.119,12,49.2,,0.871,14,42.4,,28.4,2,16.0,
SWSRO,Renfrewshire,Goldfinch,1.056,13,24.3,,2.303,3,36.5,,-54.2,-10,-33.5,
SWSRO,Renfrewshire,Long_tailed_tit,0.816,14,16.9,,0.910,13,20.6,,-10.4,-1,-17.7,
SWSRO,Renfrewshire,Carrion_crow,0.789,15,24.7,,0.776,15,26.6,,1.6,0,-7.5,
SWSRO,Renfrewshire,Dunnock,0.748,16,37.8,,0.774,16,43.2,,-3.4,0,-12.5,
SWSRO,Renfrewshire,Collared_dove,0.552,17,26.1,,0.578,17,26.5,,-4.5,0,-1.3,
SWSRO,Renfrewshire,Song_thrush,0.292,18,23.6,,0.181,21,15.8,,61.4,3,49.2,
SWSRO,Renfrewshire,Greenfinch,0.220,19,9.8,,0.332,18,13.9,,-33.8,-1,-29.6,
SWSRO,Renfrewshire,Wren,0.218,20,17.1,,0.236,20,20.0,,-7.7,0,-14.4,
SWSRO,Renfrewshire,Rook,0.115,21,3.6,,0.079,23,2.0,,45.8,2,81.0,
SWSRO,Renfrewshire,Bullfinch,0.103,22,4.6,,0.115,22,3.9,,-10.6,0,15.4,
SWSRO,Renfrewshire,Herring_gull,0.063,23,2.1,,0.039,27,1.6,,60.9,4,26.7,
SWSRO,Renfrewshire,Siskin,0.062,24,2.4,,0.286,19,10.2,,-78.2,-5,-76.7,
SWSRO,Renfrewshire,Great_spotted_woodpecker,0.057,25,4.8,,0.049,24,4.6,,16.7,-1,5.6,
SWSRO,Renfrewshire,Black_headed_gull,0.055,26,1.4,,0.020,33,0.7,,181.6,7,111.2,
SWSRO,Renfrewshire,Common_gull,0.046,27,1.4,,0.043,25,2.0,,6.2,-2,-30.0,
SWSRO,Renfrewshire,Nuthatch,0.035,28,2.3,,0.023,32,1.6,,50.8,4,38.8,
SWSRO,Renfrewshire,Redwing,0.033,29,0.9,,0.016,37,0.7,,99.5,8,36.0,
SWSRO,Renfrewshire,Tree_sparrow,0.029,30,1.0,,0.010,39,0.7,,191.0,9,50.5,
SWSRO,Renfrewshire,Pied_wagtail,0.027,31,1.8,,0.003,46,0.3,,715.3,15,443.6,
SWSRO,Renfrewshire,Fieldfare,0.018,32,1.1,,0.036,28,1.0,,-50.6,-4,10.6,
SWSRO,Renfrewshire,Pheasant,0.018,33,1.2,,0.016,36,1.3,,8.6,3,-9.5,
SWSRO,Renfrewshire,Buzzard,0.016,34,1.1,,0.000,51,0.0,,Increase,17,Increase,
SWSRO,Renfrewshire,Goldcrest,0.015,35,1.3,,0.030,30,3.0,,-49.7,-5,-56.4,
SWSRO,Renfrewshire,Treecreeper,0.013,36,1.3,,0.033,29,3.3,,-60.7,-7,-60.7,
SWSRO,Renfrewshire,Mallard,0.011,37,0.3,,0.000,66,0.0,,Increase,29,Increase,
SWSRO,Renfrewshire,Grey_wagtail,0.011,38,1.1,,0.013,38,1.3,,-17.0,0,-17.0,
SWSRO,Renfrewshire,Sparrowhawk,0.011,39,1.1,,0.030,31,3.0,,-63.1,-8,-63.1,
SWSRO,Renfrewshire,Mistle_thrush,0.009,40,0.9,,0.007,41,0.7,,35.9,1,35.9,
SWSRO,Renfrewshire,Yellowhammer,0.008,41,0.5,,0.017,34,1.3,,-52.2,-7,-62.6,
SWSRO,Renfrewshire,Grey_heron,0.008,42,0.8,,0.003,44,0.3,,141.3,2,141.3,
SWSRO,Renfrewshire,Blackcap,0.005,43,0.4,,0.000,50,0.0,,Increase,7,Increase,
SWSRO,Renfrewshire,Jay,0.005,44,0.3,,0.003,45,0.3,,50.8,1,-9.5,
SWSRO,Renfrewshire,Redpoll,0.004,45,0.3,,0.040,26,2.0,,-90.1,-19,-85.2,
SWSRO,Renfrewshire,Raven,0.003,46,0.2,,0.000,71,0.0,,Increase,25,Increase,
SWSRO,Renfrewshire,Reed_bunting,0.003,47,0.3,,0.016,35,1.0,,-81.9,-12,-69.9,
SWSRO,Renfrewshire,Moorhen,0.002,48,0.1,,0.000,69,0.0,,Increase,21,Increase,
SWSRO,Renfrewshire,Willow_tit,0.002,49,0.1,,0.000,80,0.0,,Increase,31,Increase,
SWSRO,Renfrewshire,Great_black_backed_gull,0.001,50,0.1,,0.003,43,0.3,,-69.7,-7,-69.7,
SWSRO,Renfrewshire,Barn_owl,0.001,51,0.1,,0.000,48,0.0,,Increase,-3,Increase,
SWSRO,Renfrewshire,Chiffchaff,0.001,52,0.1,,0.000,52,0.0,,Increase,0,Increase,
SWSRO,Renfrewshire,Hooded_crow,0.001,53,0.1,,0.000,59,0.0,,Increase,6,Increase,
